,MLP (ADAM),MLP (SGD)
0,True,True
1,False,True
2,False,True
3,True,False
4,False,False
5,True,True
6,False,True
7,True,True
8,False,True
9,True,False
10,False,True
11,True,True
12,False,False
13,False,True
14,False,True
15,False,False
16,False,False
17,False,True
18,False,True
19,False,True
20,False,False
21,False,True
22,True,False
23,False,True
24,True,False
25,True,True
26,True,False
27,False,False
28,False,True
29,False,True
