,MLP (ADAM),MLP (SGD)
0,"{'solver': 'adam', 'learning_rate_init': 8.76512846985129, 'activation': 'logistic', 'hidden_layer_sizes': (88, 109, 162), 'alpha': 8.892364415195274, 'max_iter': 280, 'batch_size': 2745, 'shuffle': True, 'beta_1': 0.7252423926805489, 'beta_2': 0.3069809297562402}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.8415359324796892, 'activation': 'logistic', 'hidden_layer_sizes': (89, 161), 'alpha': 9.146793386878368, 'max_iter': 11, 'batch_size': 3469, 'shuffle': False, 'momentum': 0.04033042476305801, 'nesterovs_momentum': True}"
1,"{'solver': 'adam', 'learning_rate_init': 8.23151277813307, 'activation': 'relu', 'hidden_layer_sizes': (4, 160, 59), 'alpha': 7.829342502759021, 'max_iter': 395, 'batch_size': 1350, 'shuffle': False, 'beta_1': 0.8518084361659052, 'beta_2': 0.09094822020813495}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 8.579978955887931, 'activation': 'logistic', 'hidden_layer_sizes': (42,), 'alpha': 0.5805182568815357, 'max_iter': 212, 'batch_size': 2190, 'shuffle': True, 'momentum': 0.6433387589131794, 'nesterovs_momentum': False}"
2,"{'solver': 'adam', 'learning_rate_init': 5.6944611136316805, 'activation': 'tanh', 'hidden_layer_sizes': (31,), 'alpha': 5.862963491122578, 'max_iter': 301, 'batch_size': 3456, 'shuffle': False, 'beta_1': 0.24532970948562174, 'beta_2': 0.8856373548857442}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.9839093253983616, 'activation': 'logistic', 'hidden_layer_sizes': (157, 115, 155, 197), 'alpha': 4.094134280834032, 'max_iter': 122, 'batch_size': 639, 'shuffle': False, 'momentum': 0.2513206019476062, 'nesterovs_momentum': True}"
3,"{'solver': 'adam', 'learning_rate_init': 7.857837234463125, 'activation': 'logistic', 'hidden_layer_sizes': (64, 110, 171, 185), 'alpha': 3.1675672194778266, 'max_iter': 362, 'batch_size': 835, 'shuffle': False, 'beta_1': 0.24559033304658956, 'beta_2': 0.3720065844724412}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 9.936613066981076, 'activation': 'logistic', 'hidden_layer_sizes': (141, 119, 57, 36), 'alpha': 5.868611075900871, 'max_iter': 175, 'batch_size': 896, 'shuffle': True, 'momentum': 0.4924579554332706, 'nesterovs_momentum': True}"
4,"{'solver': 'adam', 'learning_rate_init': 9.68153073573223, 'activation': 'logistic', 'hidden_layer_sizes': (110, 67, 90), 'alpha': 2.07691475638804, 'max_iter': 76, 'batch_size': 112, 'shuffle': False, 'beta_1': 0.21344687070828755, 'beta_2': 0.09641614087145624}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.10805453525187665, 'activation': 'tanh', 'hidden_layer_sizes': (86, 89, 182), 'alpha': 8.272852873558803, 'max_iter': 166, 'batch_size': 4106, 'shuffle': True, 'momentum': 0.32824010400164494, 'nesterovs_momentum': False}"
5,"{'solver': 'adam', 'learning_rate_init': 6.489208975191239, 'activation': 'tanh', 'hidden_layer_sizes': (76, 22), 'alpha': 0.443401827323623, 'max_iter': 51, 'batch_size': 1748, 'shuffle': False, 'beta_1': 0.015928571002053724, 'beta_2': 0.7719616847008546}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 7.3125293488877805, 'activation': 'relu', 'hidden_layer_sizes': (129, 196), 'alpha': 1.6550522940763441, 'max_iter': 51, 'batch_size': 3617, 'shuffle': True, 'momentum': 0.5213778748158381, 'nesterovs_momentum': True}"
6,"{'solver': 'adam', 'learning_rate_init': 8.203582673423329, 'activation': 'tanh', 'hidden_layer_sizes': (86, 33, 196, 29), 'alpha': 9.976403704797047, 'max_iter': 43, 'batch_size': 1665, 'shuffle': False, 'beta_1': 0.798673411260445, 'beta_2': 0.461238307389663}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.1115486513404164, 'activation': 'logistic', 'hidden_layer_sizes': (65,), 'alpha': 6.402135167568783, 'max_iter': 486, 'batch_size': 433, 'shuffle': True, 'momentum': 0.5556426177725883, 'nesterovs_momentum': True}"
7,"{'solver': 'adam', 'learning_rate_init': 1.4318206926700296, 'activation': 'logistic', 'hidden_layer_sizes': (50,), 'alpha': 8.22138449261845, 'max_iter': 94, 'batch_size': 1009, 'shuffle': False, 'beta_1': 0.34731723090028094, 'beta_2': 0.7783189307581778}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.852862863243266, 'activation': 'tanh', 'hidden_layer_sizes': (97, 137, 65), 'alpha': 1.7896534869684666, 'max_iter': 489, 'batch_size': 1083, 'shuffle': True, 'momentum': 0.5147930374662865, 'nesterovs_momentum': False}"
8,"{'solver': 'adam', 'learning_rate_init': 5.115635110263395, 'activation': 'tanh', 'hidden_layer_sizes': (112,), 'alpha': 1.4236453862150213, 'max_iter': 244, 'batch_size': 637, 'shuffle': True, 'beta_1': 0.30904397061649724, 'beta_2': 0.782112715561133}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 4.471188796715766, 'activation': 'tanh', 'hidden_layer_sizes': (176, 95, 176, 41), 'alpha': 6.097790776658682, 'max_iter': 406, 'batch_size': 3408, 'shuffle': True, 'momentum': 0.8005247747007096, 'nesterovs_momentum': True}"
9,"{'solver': 'adam', 'learning_rate_init': 3.451802907371362, 'activation': 'relu', 'hidden_layer_sizes': (30, 33, 79, 195), 'alpha': 2.383725529389083, 'max_iter': 389, 'batch_size': 4243, 'shuffle': True, 'beta_1': 0.20754640552041398, 'beta_2': 0.9506529981500088}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 6.9761692350121045, 'activation': 'tanh', 'hidden_layer_sizes': (108, 1), 'alpha': 4.530228141056073, 'max_iter': 23, 'batch_size': 4735, 'shuffle': True, 'momentum': 0.940697503013163, 'nesterovs_momentum': True}"
10,"{'solver': 'adam', 'learning_rate_init': 6.187528367059142, 'activation': 'logistic', 'hidden_layer_sizes': (46,), 'alpha': 3.6361072916988455, 'max_iter': 350, 'batch_size': 2023, 'shuffle': False, 'beta_1': 0.4230106875299723, 'beta_2': 0.7729930725522666}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.3710636635454434, 'activation': 'logistic', 'hidden_layer_sizes': (112, 182, 112, 102, 27), 'alpha': 2.487839801513797, 'max_iter': 384, 'batch_size': 1952, 'shuffle': False, 'momentum': 0.7164419686518819, 'nesterovs_momentum': True}"
11,"{'solver': 'adam', 'learning_rate_init': 7.762181000111124, 'activation': 'relu', 'hidden_layer_sizes': (150, 69), 'alpha': 6.866662353307946, 'max_iter': 191, 'batch_size': 282, 'shuffle': False, 'beta_1': 0.4815864420345963, 'beta_2': 0.5322292387467753}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.672173769308017, 'activation': 'relu', 'hidden_layer_sizes': (27, 46, 12, 85), 'alpha': 8.264608413578674, 'max_iter': 348, 'batch_size': 1657, 'shuffle': True, 'momentum': 0.25077796190597845, 'nesterovs_momentum': False}"
12,"{'solver': 'adam', 'learning_rate_init': 0.06228486613827113, 'activation': 'logistic', 'hidden_layer_sizes': (128,), 'alpha': 0.15079990870495247, 'max_iter': 189, 'batch_size': 4120, 'shuffle': True, 'beta_1': 0.6605914904076595, 'beta_2': 0.42989617447372563}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.4400872210794455, 'activation': 'tanh', 'hidden_layer_sizes': (173, 55, 15, 15), 'alpha': 5.651573764773081, 'max_iter': 130, 'batch_size': 2056, 'shuffle': False, 'momentum': 0.9907313883940569, 'nesterovs_momentum': True}"
13,"{'solver': 'adam', 'learning_rate_init': 2.0329637978401585, 'activation': 'tanh', 'hidden_layer_sizes': (128, 176, 156, 115), 'alpha': 3.60795385079647, 'max_iter': 319, 'batch_size': 4290, 'shuffle': True, 'beta_1': 0.6166576071729006, 'beta_2': 0.18995546376753678}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.206786816449974, 'activation': 'relu', 'hidden_layer_sizes': (142, 185, 13, 182), 'alpha': 9.93195703414312, 'max_iter': 313, 'batch_size': 1167, 'shuffle': True, 'momentum': 0.21204743553647556, 'nesterovs_momentum': True}"
14,"{'solver': 'adam', 'learning_rate_init': 8.397000957721664, 'activation': 'logistic', 'hidden_layer_sizes': (10, 182, 180), 'alpha': 8.389927522912284, 'max_iter': 407, 'batch_size': 335, 'shuffle': True, 'beta_1': 0.9858652001199981, 'beta_2': 0.555632775250539}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 9.856799808552754, 'activation': 'logistic', 'hidden_layer_sizes': (113,), 'alpha': 3.3461539129503786, 'max_iter': 384, 'batch_size': 1398, 'shuffle': True, 'momentum': 0.13254610098703418, 'nesterovs_momentum': False}"
15,"{'solver': 'adam', 'learning_rate_init': 4.329786138610759, 'activation': 'relu', 'hidden_layer_sizes': (40, 44, 88), 'alpha': 6.652815834008909, 'max_iter': 72, 'batch_size': 741, 'shuffle': True, 'beta_1': 0.6775304293922257, 'beta_2': 0.7227108008593234}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.88033226603446, 'activation': 'logistic', 'hidden_layer_sizes': (51, 180, 71, 23), 'alpha': 5.255092285932713, 'max_iter': 291, 'batch_size': 1697, 'shuffle': True, 'momentum': 0.05437477927050322, 'nesterovs_momentum': True}"
16,"{'solver': 'adam', 'learning_rate_init': 7.107771802993309, 'activation': 'tanh', 'hidden_layer_sizes': (121, 75, 92), 'alpha': 4.822666464801827, 'max_iter': 309, 'batch_size': 2339, 'shuffle': False, 'beta_1': 0.9829778534046768, 'beta_2': 0.7281728856942284}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.10342960196757837, 'activation': 'tanh', 'hidden_layer_sizes': (59, 68, 130, 149), 'alpha': 2.923896473948991, 'max_iter': 57, 'batch_size': 2733, 'shuffle': False, 'momentum': 0.8559801799558969, 'nesterovs_momentum': True}"
17,"{'solver': 'adam', 'learning_rate_init': 3.4225086613313933, 'activation': 'relu', 'hidden_layer_sizes': (119, 123), 'alpha': 9.589212909487733, 'max_iter': 180, 'batch_size': 3472, 'shuffle': False, 'beta_1': 0.7298834950277066, 'beta_2': 0.06261001808626594}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 7.078273925858665, 'activation': 'tanh', 'hidden_layer_sizes': (11, 199), 'alpha': 3.14609866652936, 'max_iter': 268, 'batch_size': 4630, 'shuffle': False, 'momentum': 0.17758847497672733, 'nesterovs_momentum': True}"
18,"{'solver': 'adam', 'learning_rate_init': 2.2033541186393824, 'activation': 'tanh', 'hidden_layer_sizes': (82, 153, 170, 199), 'alpha': 1.1033333044700933, 'max_iter': 197, 'batch_size': 4228, 'shuffle': True, 'beta_1': 0.18059843953442353, 'beta_2': 0.6020782606382643}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 7.97698063711786, 'activation': 'tanh', 'hidden_layer_sizes': (41, 107), 'alpha': 8.034106884967855, 'max_iter': 399, 'batch_size': 4413, 'shuffle': True, 'momentum': 0.015595805229096385, 'nesterovs_momentum': True}"
